customer_id,region,data_usage_mb_2_months_ago,data_usage_mb_last_month,data_usage_mb_this_month,days_since_recharge,complaints_last_30_days,plan_type,account_age_months,churn_risk
C-00570,Lahore North,5510,4944,1250,67,4,prepaid,24,high
C-03933,Lahore South,5948,6262,6122,3,0,prepaid,35,low
C-04072,Lahore North,4537,4585,4721,19,0,postpaid,45,low
C-00563,Lahore North,3318,3375,1136,83,2,postpaid,16,high
C-04886,Lahore North,6975,6793,6625,17,1,postpaid,10,low
C-03235,Lahore North,7167,6935,6897,7,0,prepaid,36,low
C-01996,Lahore South,4933,4815,1425,49,5,postpaid,37,high
C-03118,Lahore South,5880,5497,2068,75,4,postpaid,19,high
C-01388,Lahore North,6517,6616,2531,43,3,prepaid,50,high
C-00493,Lahore Central,7812,7313,1661,86,2,prepaid,15,high
C-02543,Lahore North,6151,5626,1476,50,4,postpaid,23,high
C-03305,Lahore Central,5635,5861,5737,3,1,prepaid,39,low
C-00803,Lahore Central,3466,3361,1271,83,5,postpaid,22,high
C-01861,Lahore North,6994,6449,1550,55,4,postpaid,60,high
C-02253,Lahore Central,4227,4014,1307,83,4,prepaid,27,high
C-04798,Lahore South,7818,8437,8172,19,0,postpaid,11,low
C-00457,Lahore South,3453,3474,1281,33,2,prepaid,40,high
C-03971,Lahore South,5604,5554,5470,19,0,postpaid,4,low
C-02765,Lahore South,3653,3460,1212,87,5,postpaid,37,high
C-03444,Lahore North,7197,7021,7324,19,1,prepaid,10,low
C-02808,Lahore South,3271,2907,1042,33,3,prepaid,55,high
C-04451,Lahore Central,4039,3891,4007,12,1,prepaid,34,low
C-02867,Lahore Central,7645,6708,1902,40,2,prepaid,31,high
C-04004,Lahore North,4161,4245,4103,13,0,prepaid,40,low
C-00252,Lahore South,7137,6728,2209,60,3,postpaid,22,high
C-02158,Lahore Central,2099,2124,507,42,5,prepaid,30,high
C-01169,Lahore South,3217,2913,613,85,3,postpaid,16,high
C-04758,Lahore North,5013,5372,5475,9,0,postpaid,43,low
C-04150,Lahore Central,2650,2548,2543,2,1,postpaid,36,low
C-00847,Lahore South,5368,4651,1026,52,3,postpaid,19,high
C-03929,Lahore Central,3102,2963,2980,17,1,postpaid,25,low
C-01557,Lahore Central,2966,2772,582,51,2,prepaid,55,high
C-01148,Lahore South,7550,6489,1365,55,2,postpaid,17,high
C-01380,Lahore North,3217,3159,724,54,5,postpaid,55,high
C-02749,Lahore South,5297,4933,1306,38,3,prepaid,16,high
C-01335,Lahore South,4371,3925,849,45,3,prepaid,18,high
C-04796,Lahore South,5064,5167,5030,18,1,prepaid,37,low
C-04980,Lahore Central,5106,4706,4518,13,0,prepaid,53,low
C-01544,Lahore Central,7284,6790,2665,72,3,postpaid,11,high
C-04536,Lahore South,6484,6614,6291,8,1,prepaid,40,low
C-03062,Lahore North,6509,5621,1289,30,5,prepaid,22,high
C-03197,Lahore South,6064,5327,1351,79,4,prepaid,35,high
C-03746,Lahore North,2198,2285,2314,3,0,postpaid,18,low
C-03279,Lahore North,5967,5674,5651,10,0,postpaid,57,low
C-02298,Lahore North,4039,3787,1043,63,2,postpaid,20,high
C-00986,Lahore Central,5788,5065,1165,78,4,postpaid,29,high
C-00514,Lahore South,7862,6923,1496,70,3,postpaid,43,high
C-02537,Lahore South,7327,6267,1495,47,2,postpaid,28,high
C-01899,Lahore Central,6948,6174,1664,71,3,postpaid,20,high
C-01398,Lahore South,4565,4386,1232,40,2,postpaid,44,high
C-03747,Lahore North,5570,5911,5835,2,0,postpaid,33,low
C-02363,Lahore South,2159,2039,445,76,5,postpaid,6,high
C-04551,Lahore Central,6636,6911,6732,15,1,prepaid,39,low
C-03026,Lahore North,4113,3767,784,88,4,prepaid,18,high
C-01755,Lahore South,3783,3484,1114,79,4,prepaid,45,high
C-04943,Lahore North,2098,2141,2057,8,1,postpaid,24,low
C-01363,Lahore South,4201,3716,1211,39,5,prepaid,49,high
C-04806,Lahore North,6814,6765,6656,15,0,postpaid,31,low
C-02559,Lahore Central,5702,5261,1979,72,5,postpaid,28,high
C-00182,Lahore Central,4320,4170,1328,72,4,prepaid,17,high
C-04961,Lahore North,2867,2987,2846,15,0,prepaid,20,low
C-04675,Lahore North,6995,6554,6428,10,1,prepaid,50,low
C-03810,Lahore South,3703,3835,3856,8,0,postpaid,27,low
C-00552,Lahore South,7004,6186,1386,43,5,prepaid,48,high
C-04063,Lahore South,2397,2217,2190,9,1,postpaid,37,low
C-02342,Lahore Central,4706,4452,1152,86,4,prepaid,14,high
C-02963,Lahore Central,4088,3653,1327,56,2,prepaid,60,high
C-00016,Lahore Central,7140,6263,2104,34,5,postpaid,41,high
C-03693,Lahore Central,4427,4090,4228,12,0,postpaid,4,low
C-03138,Lahore North,7291,6607,1548,65,4,postpaid,16,high
C-00394,Lahore Central,4323,3922,1237,84,5,postpaid,60,high
C-02308,Lahore Central,7943,8064,2363,33,4,prepaid,21,high
C-02513,Lahore North,2917,2520,728,76,4,prepaid,55,high
C-01307,Lahore North,5101,5161,1840,41,4,postpaid,9,high
C-03965,Lahore North,3300,3239,3212,20,1,postpaid,33,low
C-03042,Lahore North,4166,3843,786,38,3,prepaid,32,high
C-04134,Lahore Central,7485,7931,8055,14,0,postpaid,11,low
C-02112,Lahore South,4176,3585,1023,68,2,postpaid,30,high
C-01984,Lahore South,7058,6083,1925,70,4,prepaid,42,high
C-02906,Lahore North,5913,5163,1995,41,3,prepaid,41,high
C-00110,Lahore Central,3359,3307,1054,88,4,postpaid,10,high
C-00926,Lahore South,6595,5703,1970,77,5,postpaid,21,high
C-00658,Lahore Central,5540,5515,1319,39,5,prepaid,14,high
C-00572,Lahore South,7123,6799,2259,80,4,prepaid,53,high
C-04156,Lahore Central,7546,7183,7095,18,1,prepaid,40,low
C-00737,Lahore Central,2492,2238,800,47,2,postpaid,44,high
C-03543,Lahore North,6964,7065,6921,9,0,prepaid,49,low
C-04258,Lahore South,2661,2461,2366,18,1,prepaid,11,low
C-04755,Lahore North,4982,5050,4970,6,1,postpaid,31,low
C-02935,Lahore South,4355,3827,991,77,4,postpaid,40,high
C-01681,Lahore South,4052,3916,1220,71,4,prepaid,4,high
C-03050,Lahore South,3219,2878,776,35,5,postpaid,37,high
C-02743,Lahore Central,3058,2717,775,52,2,postpaid,28,high
C-03084,Lahore North,5237,5309,1234,55,2,postpaid,41,high
C-04505,Lahore Central,5287,5082,5021,3,0,prepaid,6,low
C-03567,Lahore South,4711,4591,4794,20,0,postpaid,37,low
C-04075,Lahore South,7747,7178,7197,11,0,prepaid,4,low
C-04220,Lahore North,2439,2246,2283,2,0,postpaid,30,low
C-04360,Lahore South,5638,5899,6073,19,1,postpaid,37,low
C-01282,Lahore North,3126,2891,857,43,3,prepaid,50,high
C-03206,Lahore South,7961,7802,7834,12,1,postpaid,60,low
C-01776,Lahore Central,4971,4828,1261,40,4,postpaid,48,high
C-02664,Lahore North,5755,5260,1944,51,4,prepaid,16,high
C-03226,Lahore Central,3944,4232,4148,20,0,prepaid,21,low
C-01642,Lahore North,5667,5211,1638,64,3,prepaid,42,high
C-04801,Lahore Central,7360,7687,8008,14,1,prepaid,24,low
C-01506,Lahore Central,3200,3141,691,51,5,postpaid,50,high
C-02718,Lahore North,7065,7106,1856,82,4,prepaid,51,high
C-01439,Lahore South,5724,5402,1204,37,4,postpaid,29,high
C-01954,Lahore North,2171,2004,520,59,5,prepaid,28,high
C-03589,Lahore South,3448,3535,3587,3,0,prepaid,53,low
C-03254,Lahore Central,5303,5563,5621,17,1,postpaid,40,low
C-03975,Lahore North,3974,3845,3696,12,1,postpaid,10,low
C-01691,Lahore Central,6457,5793,2146,69,2,postpaid,56,high
C-01694,Lahore South,4184,3616,1043,68,3,postpaid,14,high
C-01751,Lahore North,5828,4983,1619,69,4,postpaid,29,high
C-02661,Lahore Central,5598,5212,1088,87,3,postpaid,35,high
C-04163,Lahore South,2245,2273,2225,6,1,prepaid,4,low
C-01116,Lahore North,3659,3259,1040,61,5,prepaid,20,high
C-01247,Lahore Central,2793,2407,816,56,4,postpaid,13,high
C-02744,Lahore South,2750,2761,856,32,3,postpaid,41,high
C-01498,Lahore Central,2292,2172,538,36,4,prepaid,59,high
C-02039,Lahore North,6859,6783,1846,71,3,postpaid,16,high
C-02052,Lahore Central,5925,5240,1328,47,3,prepaid,47,high
C-03603,Lahore South,5646,5976,6201,3,0,postpaid,14,low
C-00755,Lahore Central,3450,3476,1380,61,4,postpaid,59,high
C-02948,Lahore Central,7913,7351,2571,50,3,prepaid,46,high
C-03918,Lahore Central,6334,6023,5885,3,0,prepaid,25,low
C-01013,Lahore Central,2729,2764,646,37,2,postpaid,52,high
C-02075,Lahore South,6944,7063,1461,65,5,prepaid,42,high
C-03389,Lahore Central,7389,7959,7561,20,1,postpaid,12,low
C-03901,Lahore North,7085,6719,6744,19,0,postpaid,37,low
C-01924,Lahore North,5088,4396,900,50,5,postpaid,22,high
C-04441,Lahore North,6479,6391,6190,10,0,prepaid,52,low
C-00153,Lahore South,3145,2697,559,37,2,prepaid,59,high
C-00706,Lahore South,6677,6403,1778,63,4,prepaid,26,high
C-03241,Lahore Central,5868,5779,5566,2,0,prepaid,18,low
C-02875,Lahore North,5950,5556,1216,57,4,prepaid,3,high
C-02354,Lahore North,4545,4519,1149,84,2,prepaid,33,high
C-02636,Lahore South,6292,6165,2248,85,3,postpaid,36,high
C-00887,Lahore Central,3656,3316,684,33,4,prepaid,10,high
C-00645,Lahore Central,7518,7347,1971,89,3,postpaid,23,high
C-03781,Lahore Central,2792,2874,2780,4,1,prepaid,21,low
C-02646,Lahore North,7625,7392,1727,55,4,prepaid,23,high
C-02299,Lahore Central,3984,3491,743,55,4,prepaid,36,high
C-04256,Lahore Central,7719,7632,7928,13,1,prepaid,13,low
C-03853,Lahore North,7832,8144,7952,18,1,prepaid,33,low
C-04079,Lahore North,5821,5652,5787,12,0,postpaid,46,low
C-01965,Lahore North,4922,4353,1001,49,2,postpaid,42,high
C-01782,Lahore South,7478,7560,2029,43,3,prepaid,20,high
C-02953,Lahore Central,2499,2497,648,59,3,postpaid,7,high
C-01237,Lahore Central,5314,5353,2077,53,5,postpaid,22,high
C-02602,Lahore Central,4653,4034,1302,47,5,prepaid,36,high
C-00859,Lahore Central,7646,7562,2241,64,4,postpaid,46,high
C-04241,Lahore South,3244,2992,3060,8,1,prepaid,10,low
C-03069,Lahore North,3659,3211,1284,36,5,prepaid,8,high
C-03478,Lahore South,2827,2687,2725,6,1,prepaid,53,low
C-03598,Lahore South,7712,7185,6928,12,1,postpaid,42,low
C-01090,Lahore Central,7332,7405,2145,77,2,postpaid,24,high
C-01062,Lahore South,7310,6731,1983,69,4,postpaid,47,high
C-01389,Lahore North,3128,2721,922,54,2,postpaid,26,high
C-04826,Lahore North,4208,4168,4005,11,0,prepaid,58,low
C-00616,Lahore South,5679,5412,1592,40,3,postpaid,41,high
C-04689,Lahore North,6290,6132,6196,12,1,postpaid,58,low
C-04950,Lahore South,4252,4157,4193,11,1,prepaid,44,low
C-04126,Lahore Central,3247,3452,3561,10,1,postpaid,22,low
C-03246,Lahore North,5340,5422,5468,8,1,postpaid,18,low
C-04310,Lahore South,2930,2916,2791,10,1,postpaid,39,low
C-04204,Lahore Central,4805,4708,4548,4,1,prepaid,55,low
C-00469,Lahore Central,4800,4218,1160,34,2,postpaid,41,high
C-04183,Lahore North,2079,2228,2192,8,0,postpaid,43,low
C-02658,Lahore South,3995,4013,1353,39,2,postpaid,27,high
C-01423,Lahore Central,3748,3220,1203,57,4,postpaid,43,high
C-02081,Lahore Central,4476,3943,1056,67,5,prepaid,48,high
C-00745,Lahore South,3969,3760,1072,88,4,postpaid,37,high
C-03919,Lahore Central,6658,6370,6473,12,1,prepaid,51,low
C-04621,Lahore North,2512,2492,2394,11,0,prepaid,43,low
C-01881,Lahore North,4694,4068,1562,76,5,postpaid,25,high
C-03073,Lahore North,4906,4740,1532,76,4,prepaid,40,high
C-02966,Lahore North,3547,3418,1057,61,3,prepaid,19,high
C-03041,Lahore South,5256,4569,942,68,3,prepaid,6,high
C-00830,Lahore South,7990,7506,2791,59,2,prepaid,18,high
C-03623,Lahore North,5562,5897,5955,18,1,postpaid,20,low
C-03186,Lahore North,5571,5559,1546,75,4,prepaid,3,high
C-03705,Lahore Central,4143,4332,4507,14,0,postpaid,47,low
C-01820,Lahore South,2598,2547,728,59,5,prepaid,44,high
C-00663,Lahore North,4876,4863,1909,66,3,postpaid,25,high
C-01612,Lahore Central,5459,4969,1393,45,4,prepaid,24,high
C-02111,Lahore South,3547,3504,879,59,4,postpaid,15,high
C-04550,Lahore North,4542,4285,4272,5,0,postpaid,25,low
C-04845,Lahore Central,5683,5412,5313,12,1,prepaid,40,low
C-04381,Lahore South,2026,2087,2183,6,1,postpaid,45,low
C-02219,Lahore North,2873,2468,641,74,4,postpaid,12,high
C-02807,Lahore North,4343,3739,944,49,3,postpaid,6,high
C-02682,Lahore Central,4782,4810,1422,68,3,prepaid,38,high
C-02416,Lahore North,7270,7171,1840,32,4,prepaid,32,high
C-04572,Lahore South,3821,3697,3835,9,1,postpaid,14,low
C-00988,Lahore Central,4351,4176,1049,45,5,prepaid,10,high
C-04087,Lahore Central,2603,2632,2512,5,1,prepaid,18,low
C-02558,Lahore North,7531,6946,2577,41,3,postpaid,14,high
C-01555,Lahore South,3699,3502,1032,52,3,prepaid,31,high
C-01716,Lahore South,2658,2342,870,35,3,prepaid,46,high
C-03773,Lahore North,5239,5108,5051,20,0,postpaid,30,low
C-03622,Lahore North,7227,6748,6550,11,1,postpaid,60,low
C-00429,Lahore Central,5359,4576,1410,83,2,postpaid,3,high
C-04461,Lahore North,3495,3336,3241,13,1,postpaid,21,low
C-01654,Lahore Central,5518,4777,1879,47,5,postpaid,47,high
C-00488,Lahore South,4715,4561,957,88,4,postpaid,4,high
C-00381,Lahore Central,3806,3424,873,48,3,postpaid,39,high
C-01639,Lahore North,3923,3353,850,86,5,prepaid,38,high
C-01279,Lahore South,7553,7027,1894,55,2,postpaid,21,high
C-01032,Lahore North,6080,5867,2214,48,2,postpaid,26,high
C-04100,Lahore South,6926,6444,6572,8,1,postpaid,11,low
C-01562,Lahore South,7434,7471,1587,34,2,postpaid,7,high
C-00553,Lahore Central,4768,4140,1171,83,2,postpaid,32,high
C-04465,Lahore Central,4591,4957,4764,4,1,prepaid,16,low
C-03934,Lahore Central,2136,2035,1957,9,1,prepaid,38,low
C-04765,Lahore North,7126,7374,7342,8,1,postpaid,59,low
C-04927,Lahore North,3944,3941,4107,5,0,postpaid,11,low
C-00320,Lahore Central,5923,5955,2019,43,5,prepaid,38,high
C-03683,Lahore South,3661,3722,3766,5,0,prepaid,50,low
C-00467,Lahore South,5102,4641,1276,80,3,prepaid,31,high
C-04447,Lahore Central,3241,3102,3080,13,1,prepaid,22,low
C-03372,Lahore Central,2977,2762,2773,5,1,prepaid,27,low
C-03818,Lahore Central,7052,7080,7286,8,0,postpaid,46,low
C-04731,Lahore North,4168,4480,4694,15,0,postpaid,20,low
C-04226,Lahore Central,7539,8008,8391,8,1,postpaid,23,low
C-02999,Lahore North,7815,7670,2674,61,2,prepaid,38,high
C-01443,Lahore South,6687,6812,1691,42,5,prepaid,54,high
C-01795,Lahore South,4454,3985,1221,47,4,postpaid,10,high
C-01215,Lahore North,5236,5286,1184,36,4,postpaid,14,high
C-00147,Lahore South,3082,3031,1137,63,4,prepaid,19,high
C-03793,Lahore South,3104,2908,2798,18,1,postpaid,29,low
C-02196,Lahore Central,5418,5461,2090,66,3,postpaid,56,high
C-00832,Lahore South,4814,4529,915,62,5,postpaid,29,high
C-04321,Lahore South,3505,3308,3329,11,0,postpaid,9,low
C-03952,Lahore Central,7919,7295,7520,7,1,prepaid,6,low
C-04713,Lahore Central,5828,5388,5335,16,1,postpaid,51,low
C-00116,Lahore South,4630,4462,1657,56,5,postpaid,45,high
C-00850,Lahore North,3509,3133,919,70,5,postpaid,52,high
C-02675,Lahore South,5031,4578,1086,59,5,prepaid,47,high
C-04279,Lahore South,7755,7542,7686,12,0,prepaid,23,low
C-04601,Lahore North,4943,4571,4417,5,0,prepaid,53,low
C-03198,Lahore North,5184,4911,1422,40,4,postpaid,52,high
C-04180,Lahore North,5099,5471,5567,10,1,postpaid,38,low
C-04479,Lahore Central,2223,2115,2194,9,1,postpaid,24,low
C-00241,Lahore Central,4457,4433,1517,70,3,postpaid,35,high
C-01901,Lahore North,2181,2061,642,87,4,postpaid,58,high
C-01129,Lahore South,2253,2256,819,73,2,postpaid,55,high
C-00164,Lahore Central,4965,4653,1032,44,2,postpaid,32,high
C-01146,Lahore North,3022,2612,554,54,4,prepaid,53,high
C-01773,Lahore Central,7259,7026,2049,61,3,postpaid,24,high
C-02159,Lahore North,6481,6134,2441,30,2,prepaid,57,high
C-03808,Lahore Central,2870,3016,3164,7,1,prepaid,10,low
C-00967,Lahore North,2258,2299,864,54,5,postpaid,57,high
C-02856,Lahore South,4569,4288,1523,70,5,postpaid,58,high
C-04734,Lahore Central,3048,2901,2948,5,0,postpaid,36,low
C-04582,Lahore North,6248,5759,6042,3,0,postpaid,54,low
C-04779,Lahore South,4476,4313,4341,13,1,prepaid,22,low
C-02854,Lahore Central,4503,4401,1617,30,2,postpaid,14,high
C-03534,Lahore South,3509,3479,3557,5,1,postpaid,11,low
C-02106,Lahore South,7638,6875,2319,75,4,prepaid,54,high
C-02306,Lahore Central,4380,4104,1608,62,2,prepaid,49,high
C-02842,Lahore North,2659,2660,717,39,3,prepaid,44,high
C-04176,Lahore North,2629,2544,2427,4,0,prepaid,27,low
C-01655,Lahore South,6368,5961,1648,76,5,postpaid,51,high
C-02500,Lahore North,5828,5076,1271,77,4,prepaid,37,high
C-03061,Lahore Central,2720,2666,587,69,5,prepaid,37,high
C-01298,Lahore Central,6409,6003,2026,82,2,prepaid,5,high
C-00419,Lahore Central,5517,4944,1051,66,2,postpaid,32,high
C-01361,Lahore North,7984,8096,1905,64,2,postpaid,44,high
C-02585,Lahore South,4576,4263,1452,36,4,postpaid,46,high
C-04581,Lahore North,4570,4435,4213,6,1,postpaid,15,low
C-02601,Lahore North,2708,2628,895,48,2,postpaid,37,high
C-03195,Lahore North,6050,5779,1808,49,3,prepaid,59,high
C-04638,Lahore South,2362,2374,2383,10,1,postpaid,8,low
C-02207,Lahore Central,5696,5168,1550,59,2,postpaid,45,high
C-01688,Lahore Central,3423,3185,1194,81,2,prepaid,26,high
C-01046,Lahore Central,5480,5042,1476,66,4,postpaid,19,high
C-00205,Lahore North,4964,4234,1108,51,5,prepaid,17,high
C-01082,Lahore Central,7577,7343,2751,77,4,postpaid,3,high
C-00044,Lahore North,4308,4104,1409,73,4,postpaid,19,high
C-04409,Lahore Central,5363,5381,5502,8,1,postpaid,44,low
C-04868,Lahore South,3540,3472,3542,15,1,postpaid,14,low
C-04781,Lahore South,4679,4551,4522,5,0,postpaid,3,low
C-04776,Lahore South,4278,4037,4164,9,0,postpaid,32,low
C-00595,Lahore Central,7401,6675,2114,66,4,postpaid,30,high
C-04193,Lahore South,7291,7356,7243,8,0,prepaid,8,low
C-00945,Lahore North,4495,3842,1394,38,3,prepaid,22,high
C-02446,Lahore Central,3000,2799,920,77,5,prepaid,13,high
C-00447,Lahore North,5375,5375,1589,47,5,prepaid,29,high
C-01127,Lahore South,3095,2970,595,30,2,prepaid,29,high
C-03657,Lahore North,7525,7380,7536,15,0,prepaid,11,low
C-01254,Lahore Central,4760,4535,1212,86,4,postpaid,55,high
C-01947,Lahore South,4601,3955,1332,63,2,prepaid,49,high
C-04080,Lahore North,7575,7661,7471,2,0,postpaid,6,low
C-04911,Lahore Central,4837,4673,4469,18,0,prepaid,34,low
C-03524,Lahore Central,5117,4948,4912,3,0,prepaid,5,low
C-00635,Lahore Central,6911,6474,2199,40,2,postpaid,18,high
C-02208,Lahore North,7032,6309,1366,52,3,postpaid,54,high
C-00414,Lahore Central,3272,3079,856,78,2,postpaid,47,high
C-00146,Lahore South,4988,4860,1059,50,5,prepaid,15,high
C-04944,Lahore Central,5729,5794,5581,16,0,prepaid,46,low
C-02560,Lahore South,3100,3037,979,31,2,prepaid,14,high
C-01713,Lahore North,6889,6986,2714,66,3,prepaid,45,high
C-04400,Lahore North,6436,6644,6828,16,0,postpaid,50,low
C-04908,Lahore South,5676,5812,5625,2,0,prepaid,56,low
C-00794,Lahore South,8000,7988,2093,39,2,prepaid,16,high
C-01296,Lahore North,3405,3139,1221,45,4,prepaid,36,high
C-04430,Lahore South,5065,5058,5164,5,0,prepaid,5,low
C-04470,Lahore North,4177,3908,3802,5,0,postpaid,17,low
C-04186,Lahore South,2819,2726,2812,17,0,prepaid,4,low
C-00959,Lahore North,6281,6042,1311,55,5,prepaid,50,high
C-00858,Lahore North,5308,5273,1878,64,3,prepaid,27,high
C-03101,Lahore North,3267,2985,1157,78,5,prepaid,17,high
C-04146,Lahore South,3264,3333,3319,14,1,prepaid,32,low
C-04507,Lahore Central,7492,7511,7546,11,0,prepaid,34,low
C-04211,Lahore South,3644,3813,3963,20,1,postpaid,5,low
C-01143,Lahore South,7128,6816,1401,81,2,postpaid,56,high
C-02442,Lahore Central,2239,2027,475,66,3,postpaid,59,high
C-00286,Lahore South,5722,5825,1797,86,3,postpaid,20,high
C-02871,Lahore Central,5257,4874,1216,49,2,prepaid,7,high
C-03772,Lahore South,7264,7036,6866,14,1,prepaid,42,low
C-04643,Lahore South,5175,4828,5031,5,1,postpaid,25,low
C-02273,Lahore Central,4586,4100,995,81,2,prepaid,28,high
C-03025,Lahore South,2072,1952,676,64,2,postpaid,33,high
C-03561,Lahore Central,5394,5042,4902,18,0,postpaid,40,low
C-02865,Lahore South,5244,4625,1014,70,2,postpaid,54,high
C-02115,Lahore North,2327,2330,730,37,4,postpaid,21,high
C-02582,Lahore Central,6937,6627,1922,36,2,postpaid,18,high
C-03819,Lahore South,4012,3809,3707,10,0,prepaid,60,low
C-00919,Lahore Central,6699,6453,2322,88,5,postpaid,47,high
C-04243,Lahore Central,3558,3457,3386,1,0,postpaid,25,low
C-00643,Lahore North,2952,2638,729,73,3,postpaid,29,high
C-00372,Lahore South,6398,5641,1495,37,4,postpaid,36,high
C-00130,Lahore North,3034,2837,902,85,5,prepaid,36,high
C-04438,Lahore Central,5331,4911,4937,3,0,prepaid,54,low
C-04282,Lahore South,4714,4689,4910,9,1,prepaid,8,low
C-02881,Lahore South,2771,2420,700,69,3,postpaid,23,high
C-00341,Lahore South,2800,2588,951,68,5,postpaid,4,high
C-02844,Lahore South,4642,4674,1827,43,2,prepaid,40,high
C-03154,Lahore North,6816,6224,1444,54,3,postpaid,44,high
C-00030,Lahore North,5298,5159,1857,45,3,prepaid,37,high
C-04158,Lahore North,2847,2684,2728,12,1,postpaid,23,low
C-02908,Lahore South,2240,2002,523,49,4,postpaid,26,high
C-01232,Lahore South,5941,5130,2023,54,3,postpaid,31,high
C-00724,Lahore Central,4496,4222,1114,39,4,prepaid,12,high
C-04153,Lahore North,5294,5046,4946,17,0,postpaid,16,low
C-00403,Lahore South,6614,5631,1858,52,3,prepaid,29,high
C-01908,Lahore South,7319,7376,2550,35,2,postpaid,39,high
C-04155,Lahore South,4713,4907,4766,16,1,prepaid,4,low
C-04561,Lahore Central,5664,5911,5945,7,1,postpaid,42,low
C-04625,Lahore South,3203,3418,3444,8,0,postpaid,47,low
C-00213,Lahore South,5680,5702,1308,35,3,postpaid,59,high
C-01714,Lahore North,4729,4653,980,49,3,postpaid,32,high
C-03562,Lahore Central,6520,6059,5972,1,1,prepaid,33,low
C-00735,Lahore South,6407,5676,1755,65,5,prepaid,47,high
C-00359,Lahore Central,6898,6425,1800,89,5,prepaid,53,high
C-01454,Lahore Central,2179,2005,596,34,3,postpaid,27,high
C-01624,Lahore South,3664,3289,1281,76,5,prepaid,56,high
C-02417,Lahore North,5136,4903,1910,74,5,prepaid,41,high
C-00519,Lahore North,2841,2600,826,34,2,postpaid,21,high
C-01306,Lahore South,4238,3707,1333,30,2,postpaid,17,high
C-03012,Lahore South,4120,3518,1230,82,2,prepaid,39,high
C-02364,Lahore North,3318,3139,1213,79,4,prepaid,28,high
